2	10.72265625	11660
3	10.63740253	11661.5
4	10.63476563	11661.5
5	10.57060528	11658.5
6	10.546875	11659.5
7	10.52665997	11661.5
8	10.46249962	11661
9	10.45898438	11664.5
10	10.45898438	11661.5
11	10.37109375	11668.5
12	10.27880859	11665.5
13	10.1953125	11663
14	10.10742188	11661
15	10.01953125	11660.5
16	9.93164063	11659
17	9.84375	11657
18	9.75585938	11658
19	9.65478516	11656.5
20	9.57304668	11657
21	9.41396523	11660
22	9.31640625	11657.5
23	9.22851563	11661
24	9.13974571	11657.5
25	8.96484375	11660
26	8.87695313	11663.5
27	8.73808575	11660.5
28	8.61328125	11663
29	8.52275372	11659
30	8.35400391	11659.5
31	8.26171875	11659.5
32	8.15097618	11661
33	7.9998045	11655
34	7.91015625	11656
35	7.76865244	11652.5
36	7.65615225	11655.5
37	7.55859375	11658
38	7.47070313	11659.5
39	7.3828125	11658
40	7.29492188	11656.5
41	7.20703125	11659
42	7.11914063	11655.5
43	7.02158213	11653
44	6.89941406	11648.5
45	6.76757813	11651
46	6.6796875	11648.5
47	6.59443331	11648.5
48	6.52060556	11650
49	6.45117188	11647.5
50	6.34218788	11646.5
51	6.2718749	11650.5
52	6.18486357	11652
53	6.15234375	11650.5
54	6.074121	11648
55	6.06445313	11653.5
56	5.9765625	11654.5
57	5.89130831	11650.5
58	5.88603544	11651
59	5.80078125	11650
60	5.71289063	11648.5
61	5.6645503	11648
62	5.625	11647.5
63	5.53710938	11648.5
64	5.53623056	11652
65	5.44570303	11649
66	5.36132813	11649.5
67	5.29892588	11648.5
68	5.2734375	11648
69	5.22158194	11649
70	5.14248037	11645
71	5.0915041	11648
72	5.00976563	11649
73	4.921875	11646
74	4.87177753	11645
75	4.77509785	11642
76	4.66347647	11637
77	4.57119131	11643
78	4.48242188	11644
79	4.39453125	11643.5
80	4.30664063	11643.5
81	4.21875	11644
82	4.16865253	11645
83	4.04296875	11647
84	3.95507813	11642.5
85	3.8671875	11643
86	3.77929687	11642.5
87	3.67558599	11637.5
88	3.59648418	11636
89	3.42861319	11635
90	3.33984375	11636
91	3.25107431	11635.5
92	3.09199214	11637.5
93	2.99970722	11638
94	2.90039063	11640
95	2.79931641	11639.5
96	2.63671875	11638.5
97	2.54794931	11639
98	2.41611338	11638
99	2.28515625	11638
100	2.19726562	11636
101	2.02939463	11636
102	1.93359375	11633.5
103	1.84570313	11634.5
104	1.7578125	11630.5
105	1.59082031	11631
106	1.49414062	11630.5
107	1.40625	11634
108	1.31835937	11634
109	1.23046875	11639
110	1.14257812	11635.5
111	1.0546875	11636
112	0.96679688	11637
113	0.79541016	11636
114	0.703125	11638
115	0.61523437	11634.5
116	0.60732418	11634
117	0.51679689	11633
118	0.43769532	11632
119	0.34101564	11631
120	0.26367188	11633.5
121	0.17578125	11633
122	0.08876953	11631
123	0.08173828	11632.5
126	359.9121094	11635.5
127	359.8242188	11634
128	359.7802734	11634
129	359.6642456	11631
130	359.6475525	11634
131	359.5605469	11630.5
132	359.4884644	11631
133	359.3979492	11633.5
134	359.3847656	11630.5
135	359.2994995	11633
136	359.296875	11632
137	359.2089844	11635.5
138	359.1712036	11634
139	359.1096802	11634
140	359.0332031	11634.5
141	358.9453125	11636
142	358.8609314	11634
143	358.7730408	11631.5
144	358.6869202	11633.5
145	358.59375	11627
146	358.5076294	11630.5
147	358.4179688	11629.5
148	358.3300781	11629
149	358.2421875	11632.5
150	358.1542969	11633
151	358.0664063	11628
152	357.9864197	11634.5
153	357.890625	11633
154	357.8027344	11634
155	357.7148438	11635.5
156	357.6190491	11634
157	357.4573364	11635.5
158	357.3870239	11634
159	357.2753906	11629.5
160	357.1875	11628
161	357.0275269	11632
162	356.9238281	11628.5
163	356.8359375	11631
164	356.7084961	11633
165	356.5722656	11634.5
166	356.4465942	11635
167	356.3085938	11636.5
168	356.2207031	11632
169	356.0827026	11636
170	355.9570313	11634
171	355.8682556	11632.5
172	355.6933594	11631
173	355.6054688	11632.5
174	355.5175781	11627.5
175	355.4296875	11629.5
176	355.3417969	11635
177	355.2539063	11633
178	355.1167908	11630
179	355.0324097	11629.5
180	354.9893494	11633
181	354.8144531	11630.5
182	354.7265625	11633
183	354.6386719	11634.5
184	354.5507813	11631.5
185	354.4628906	11633
186	354.375	11634.5
187	354.2932739	11635.5
188	354.2871094	11633
189	354.1983337	11632
190	354.1113281	11631.5
191	354.0234375	11631
192	353.9496155	11632.5
193	353.9346619	11631
194	353.8476563	11635
195	353.7993164	11633
196	353.7579956	11632.5
197	353.6744995	11635.5
198	353.5839844	11633.5
199	353.5839844	11631.5
200	353.4960938	11633
201	353.4082031	11635
202	353.3211975	11631.5
203	353.3185425	11633.5
204	353.2825317	11631.5
205	353.182312	11634
206	353.1445313	11634.5
207	353.1190491	11633.5
208	352.96875	11632
209	352.9520569	11637
210	352.8729553	11635
211	352.7929688	11635
212	352.7041931	11633.5
213	352.6171875	11633.5
214	352.5292969	11633.5
215	352.4414063	11636
216	352.3535156	11633
217	352.265625	11636
218	352.1777344	11635.5
219	352.0898438	11632
220	352.0019531	11636
221	351.9140625	11635
222	351.8261719	11636
223	351.7171936	11637
224	351.5660095	11640
225	351.4746094	11640
226	351.3867188	11635.5
227	351.2970581	11637.5
228	351.1907349	11637
229	351.0536194	11636.5
230	350.9472656	11635
231	350.7767639	11641.5
232	350.6835938	11638.5
233	350.5860291	11638
234	350.4199219	11640.5
235	350.3320313	11640.5
236	350.2028198	11639
237	350.0683594	11641
238	349.9804688	11641.5
239	349.8864136	11639.5
240	349.7167969	11643
241	349.6289063	11639.5
242	349.5410156	11640
243	349.4276428	11640.5
244	349.3643494	11642.5
245	349.2738342	11641.5
246	349.1894531	11640
247	349.0813599	11643.5
248	348.9257813	11643.5
249	348.8378906	11643.5
250	348.75	11643.5
251	348.6621094	11647
252	348.5742188	11648.5
253	348.4863281	11645.5
254	348.3984375	11649.5
255	348.3096619	11646
256	348.2226563	11648
257	348.1470642	11644.5
258	348.1347656	11643
259	348.0521545	11645
260	347.979187	11646
261	347.9537048	11649
262	347.8710938	11646
263	347.8447266	11644
264	347.7832031	11645.5
265	347.6953125	11648.5
266	347.6074219	11647.5
267	347.5713806	11648
268	347.5195313	11649.5
269	347.4316406	11650.5
270	347.3824158	11648.5
