
0.00,2541,5591,4571
0.15,2549,5590,4596
0.30,2553,5617,4595
0.45,2567,5621,4623
0.60,2569,5639,4622
0.75,2585,5655,4651
0.90,2585,5679,4653
1.05,2594,5706,4669
1.20,2600,5722,4679
1.35,2613,5723,4690
1.50,2620,5739,4704
1.65,2626,5750,4713
1.80,2626,5768,4725
1.95,2634,5784,4742
2.10,2645,5795,4749
2.25,2644,5808,4761
2.40,2654,5834,4772
2.55,2662,5841,4787
2.70,2668,5859,4804
2.85,2673,5876,4813
3.00,2682,5889,4841
3.15,2688,5906,4855
3.30,2701,5919,4852
3.45,2704,5938,4866
3.60,2714,5946,4889
3.75,2713,5958,4898
3.90,2726,5970,4893
4.05,2724,5984,4905
4.20,2739,6004,4920
4.35,2737,6023,4944
4.50,2741,6024,4940
4.65,2751,6041,4953
4.80,2755,6062,4960
4.95,2757,6069,4966
5.10,2762,6063,4972
5.25,2771,6069,4977
5.40,2772,6075,4999
5.55,2775,6084,4992
5.70,2781,6090,4998
5.85,2779,6110,5005
6.00,2788,6111,5015
6.15,2789,6123,5023
6.30,2793,6144,5048
6.45,2807,6150,5059
6.60,2807,6165,5069
6.75,2814,6190,5083
6.90,2826,6206,5092
7.05,2826,6224,5089
7.20,2834,6225,5101
7.35,2837,6235,5111
7.50,2842,6246,5118
7.65,2851,6253,5127
7.80,2858,6274,5135
7.95,2856,6279,5161
8.10,2869,6289,5155
8.25,2874,6299,5164
8.40,2871,6324,5174
8.55,2879,6336,5186
8.70,2884,6340,5198
8.85,2889,6348,5205
9.00,2897,6367,5221
9.15,2909,6378,5228
9.30,2909,6387,5239
9.45,2912,6408,5246
9.60,2916,6424,5258
9.75,2922,6428,5274
9.90,2932,6430,5274
10.05,2927,6434,5278
10.20,2939,6451,5290
10.35,2943,6468,5308
10.50,2941,6477,5302
10.65,2948,6487,5312
10.80,2950,6484,5330
10.95,2953,6490,5336
11.10,2961,6496,5326
11.25,2960,6499,5345
11.40,2960,6518,5337
11.55,2963,6519,5354
11.70,2968,6514,5358
11.85,2968,6521,5352
12.00,2973,6532,5363
12.15,2977,6549,5380
12.30,2981,6548,5376
12.45,2991,6569,5384
12.60,2991,6566,5403
12.75,2995,6575,5399
12.90,3005,6602,5419
13.05,3010,6611,5415
13.20,3011,6614,5422
13.35,3011,6621,5426
13.50,3022,6626,5434
13.65,3018,6643,5439
13.80,3021,6640,5447
13.95,3031,6656,5456
14.10,3036,6660,5462
14.25,3040,6679,5469
14.40,3040,6681,5491
14.55,3042,6697,5484
14.70,3046,6707,5492
14.85,3049,6713,5512
15.00,3056,6725,5518
15.15,3059,6731,5511
15.30,3061,6725,5532
15.45,3062,6734,5520
15.60,3066,6740,5527
15.75,3071,6748,5531
15.90,3072,6761,5550
16.05,3077,6772,5544
16.20,3083,6779,5552
16.35,3081,6772,5553
16.50,3085,6778,5572
16.65,3088,6786,5574
16.80,3095,6790,5567
16.95,3091,6793,5584
17.10,3098,6797,5587
17.25,3092,6799,5590
17.40,3099,6812,5594
17.55,3099,6814,5582
17.70,3099,6809,5584
17.85,3099,6812,5605
18.00,3103,6818,5594
18.15,3105,6831,5597
18.30,3114,6830,5616
18.45,3115,6838,5608
18.60,3114,6843,5613
18.75,3116,6851,5617
18.90,3119,6855,5621
19.05,3121,6862,5637
19.20,3123,6876,5628
19.35,3126,6870,5635
19.50,3128,6874,5636
19.65,3133,6878,5653
19.80,3130,6892,5638
19.95,3138,6889,5658
20.10,3133,6891,5663
20.25,3141,6893,5666
20.40,3139,6909,5659
20.55,3139,6915,5675
20.70,3145,6910,5664
20.85,3149,6911,5666
21.00,3147,6913,5668
21.15,3153,6928,5675
21.30,3151,6932,5676
21.45,3152,6940,5682
21.60,3154,6940,5683
21.75,3155,6934,5699
21.90,3156,6937,5685
22.05,3157,6940,5702
22.20,3163,6952,5702
22.35,3156,6953,5692
22.50,3164,6949,5696
22.65,3162,6949,5710
22.80,3168,6952,5709
22.95,3162,6966,5702
23.10,3166,6964,5701
23.25,3164,6953,5702
23.40,3164,6967,5715
23.55,3165,6958,5717
23.70,3173,6960,5717
23.85,3167,6958,5719
24.00,3172,6969,5718
24.15,3166,6962,5709
24.30,3169,6962,5709
24.45,3167,6963,5710
24.60,3173,6966,5711
24.75,3173,6977,5724
24.90,3175,6980,5713
25.05,3176,6972,5727
