
1.29,285,148
2.58,330,170
3.87,379,181
5.16,438,193
6.45,510,208
7.73,593,226
9.02,666,240
10.31,758,259
11.60,877,284
12.89,992,307
14.18,1135,337
15.47,1257,362
16.76,1417,395
18.05,1567,425
19.34,1748,462
20.62,1922,498
21.91,2110,537
23.20,2320,580
24.49,2545,626
25.78,2746,667
27.07,2963,712
28.36,3227,766
29.65,3462,815
30.94,3676,858
32.23,3906,906
33.52,4190,964
34.80,4412,1010
36.09,4645,1057
37.38,4898,1110
38.67,5173,1167
39.96,5425,1219
41.25,5655,1266
42.54,5886,1314
43.83,6148,1369
45.12,6350,1411
46.41,6614,1465
47.70,6826,1508
48.98,7104,1567
50.27,7358,1619
51.56,7589,1666
52.85,7813,1714
54.14,8013,1754
55.43,8222,1798
56.72,8437,1843
58.01,8671,1891
59.30,8907,1941
60.59,9106,1980
61.88,9269,2014
63.16,9479,2058
64.45,9665,2096
65.74,9848,2133
67.03,9977,2161
68.32,10174,2201
69.61,10334,2234
70.90,10482,2266
72.19,10607,2291
73.48,10738,2319
74.77,10877,2348
76.05,11001,2374
77.34,11091,2391
78.63,11171,2409
79.92,11263,2428
81.21,11307,2437
82.50,11359,2448
83.79,11453,2466
85.08,11491,2476
86.37,11496,2476
87.66,11526,2481
88.95,11547,2486
90.23,11544,2484
91.52,11518,2480
92.81,11449,2467
94.10,11459,2468
95.39,11354,2446
96.68,11277,2429
97.97,11249,2422
99.26,11152,2404
100.55,11044,2382
101.84,10947,2360
103.12,10811,2333
104.41,10696,2309
105.70,10557,2280
106.99,10392,2246
108.28,10209,2208
109.57,10027,2170
110.86,9851,2134
112.15,9618,2084
113.44,9455,2050
114.73,9212,2001
116.02,8987,1954
117.30,8812,1917
118.59,8520,1858
119.88,8330,1819
121.17,8097,1769
122.46,7833,1716
123.75,7559,1659
125.04,7319,1609
126.33,7087,1562
127.62,6812,1504
128.91,6566,1453
130.20,6306,1400
131.48,6069,1351
132.77,5842,1304
134.06,5574,1249
135.35,5287,1190
136.64,5030,1138
137.93,4780,1085
