0.00,94,190,157
0.54,82,174,143
1.08,73,150,118
1.62,68,132,110
2.16,61,118,98
2.70,51,103,84
3.24,40,72,54
3.78,37,62,59
4.32,30,47,35
4.86,26,42,40
5.40,27,33,23
5.94,22,38,32
6.48,20,25,14
7.02,18,29,22
7.56,15,23,18
8.10,15,21,17
8.64,10,6,8
9.18,14,19,16
9.72,14,20,18
10.26,16,19,6
10.80,19,29,24
11.34,19,32,26
11.88,19,29,21
12.42,23,33,21
12.96,27,50,42
13.50,32,51,38
14.04,39,63,59
14.58,45,74,57
15.12,55,105,82
15.66,57,114,97
16.20,67,140,112
16.74,71,154,125
17.28,78,165,138
17.82,84,180,149
18.36,91,195,162
18.90,105,215,179
19.44,117,242,202
19.98,123,265,215
20.52,141,303,247
21.06,151,338,275
21.60,162,363,296
22.14,183,397,326
22.68,193,412,344
23.22,199,444,365
23.76,215,471,391
24.30,225,495,406
24.84,241,528,434
25.38,252,568,467
25.92,274,594,494
26.46,298,649,537
27.00,315,716,593
27.54,328,732,606
28.08,343,766,635
28.62,364,813,686
29.16,378,843,699
29.70,398,873,724
30.24,404,905,763
30.78,431,946,784
31.32,444,1014,826
31.86,466,1046,864
32.40,501,1133,946
32.94,524,1167,964
33.48,544,1219,1009
34.02,559,1256,1047
34.56,580,1310,1080
35.10,614,1361,1139
35.64,620,1412,1167
36.18,636,1449,1182
36.72,657,1483,1222
37.26,695,1544,1288
37.80,711,1608,1322
38.34,735,1668,1369
38.88,766,1733,1439
39.42,801,1829,1506
39.96,817,1856,1536
40.50,846,1921,1588
41.04,868,1989,1634
41.58,889,2032,1661
42.12,907,2075,1690
42.66,932,2116,1732
43.20,975,2203,1787
43.74,1004,2253,1840
44.28,1027,2319,1880
44.82,1065,2390,1950
45.36,1083,2474,2011
45.90,1112,2535,2083
46.44,1158,2609,2138
46.98,1163,2672,2179
47.52,1184,2701,2199
48.06,1205,2757,2257
48.60,1228,2800,2297
49.14,1257,2870,2355
49.68,1288,2945,2397
50.22,1319,3012,2448
50.76,1351,3083,2507
51.30,1382,3174,2567
51.84,1422,3260,2637
52.38,1445,3311,2680
52.92,1476,3365,2733
53.46,1497,3431,2776
54.00,1517,3479,2815
54.54,1542,3531,2862
55.08,1575,3591,2932
55.62,1609,3666,2976
56.16,1637,3729,3039
56.70,1672,3822,3111
57.24,1706,3884,3154
57.78,1739,3958,3231
58.32,1779,4028,3288
58.86,1798,4089,3338
59.40,1821,4144,3383
59.94,1842,4200,3402
60.48,1871,4255,3460
61.02,1903,4308,3501
61.56,1939,4380,3559
62.10,1959,4448,3626
62.64,1994,4536,3673
63.18,2026,4607,3747
63.72,2065,4679,3801
64.26,2090,4748,3849
64.80,2120,4802,3904
65.34,2143,4840,3934
65.88,2154,4884,3970
66.42,2175,4945,4029
66.96,2202,4992,4061
67.50,2236,5057,4116
68.04,2275,5125,4175
68.58,2302,5205,4241
69.12,2316,5237,4270
69.66,2351,5300,4339
70.20,2381,5359,4374
70.74,2406,5425,4426
71.28,2426,5456,4470
71.82,2434,5503,4495
72.36,2462,5547,4539
72.90,2488,5610,4575
73.44,2503,5663,4622
73.98,2525,5694,4678
74.52,2556,5758,4732
75.06,2581,5806,4772
75.60,2597,5855,4818
76.14,2620,5903,4850
76.68,2648,5963,4891
77.22,2665,5996,4926
77.76,2673,6021,4951
78.30,2687,6063,4992
78.84,2706,6097,5035
79.38,2727,6138,5072
79.92,2742,6184,5095
80.46,2764,6219,5154
81.00,2785,6255,5188
81.54,2798,6296,5208
82.08,2818,6337,5243
82.62,2831,6368,5271
83.16,2855,6400,5318
83.70,2857,6427,5325
84.24,2878,6458,5345
84.78,2884,6490,5375
85.32,2899,6514,5403
85.86,2912,6557,5440
86.40,2928,6570,5450
86.94,2941,6597,5478
87.48,2953,6632,5507
88.02,2965,6677,5535
88.56,2980,6682,5548
89.10,2982,6706,5572
89.64,2997,6722,5586
90.18,2999,6750,5600
90.72,3006,6757,5616
91.26,3013,6777,5630
91.80,3022,6802,5648
92.34,3034,6814,5668
92.88,3041,6836,5675
93.42,3044,6846,5709
93.96,3050,6856,5702
94.50,3052,6869,5714
95.04,3064,6886,5720
95.58,3061,6884,5727
96.12,3062,6892,5744
96.66,3071,6913,5740
97.20,3068,6903,5743
97.74,3070,6909,5749
