1.29,2341,659
2.58,2193,629
3.87,2045,600
5.16,1921,575
6.45,1803,551
7.73,1694,528
9.02,1555,499
10.31,1438,473
11.60,1330,449
12.89,1222,425
14.18,1115,403
15.47,1023,383
16.76,932,363
18.05,855,347
19.34,789,335
20.62,732,322
21.91,679,312
23.20,637,304
24.49,601,299
25.78,570,293
27.07,538,287
28.36,516,283
29.65,502,280
30.94,494,278
32.23,493,278
33.52,498,279
34.80,512,282
36.09,532,286
37.38,559,292
38.67,597,299
39.96,642,309
41.25,693,318
42.54,747,331
43.83,815,345
45.12,884,358
46.41,962,374
47.70,1055,394
48.98,1158,415
50.27,1251,434
51.56,1358,456
52.85,1471,479
54.14,1582,501
55.43,1696,526
56.72,1828,552
58.01,1957,579
59.30,2080,604
60.59,2217,632
61.88,2359,662
63.16,2506,694
64.45,2660,724
65.74,2794,752
67.03,2936,782
68.32,3086,812
69.61,3235,842
70.90,3404,877
72.19,3547,907
73.48,3718,943
74.77,3889,977
76.05,4049,1011
77.34,4217,1045
78.63,4383,1080
79.92,4579,1120
81.21,4722,1151
82.50,4937,1198
83.79,5117,1238
85.08,5313,1277
86.37,5493,1315
87.66,5638,1344
88.95,5851,1391
90.23,5993,1419
91.52,6140,1448
92.81,6276,1475
94.10,6409,1505
95.39,6541,1534
96.68,6709,1567
97.97,6799,1586
99.26,6895,1606
100.55,7021,1632
101.84,7096,1646
103.12,7148,1657
104.41,7245,1678
105.70,7377,1704
106.99,7429,1715
108.28,7513,1734
109.57,7602,1753
110.86,7675,1769
112.15,7732,1781
113.44,7793,1792
114.73,7851,1804
116.02,7877,1810
117.30,7930,1821
118.59,7937,1822
119.88,7960,1827
121.17,7975,1831
122.46,7968,1829
123.75,7971,1829
125.04,7944,1824
126.33,7914,1818
127.62,7876,1810
128.91,7854,1805
130.20,7800,1794
131.48,7756,1785
132.77,7672,1769
134.06,7593,1753
135.35,7482,1730
136.64,7393,1713
137.93,7293,1690
139.22,7189,1669
140.51,7074,1645
141.80,6954,1620
143.09,6862,1601
144.38,6715,1571
145.66,6570,1541
146.95,6466,1518
148.24,6310,1486
149.53,6158,1454
150.82,6011,1425
152.11,5862,1394
153.40,5705,1362
154.69,5545,1328
155.98,5396,1297
157.27,5217,1260
158.55,5050,1225
159.84,4896,1193
161.13,4733,1159
162.42,4578,1126
163.71,4414,1094
165.00,4263,1062
166.29,4087,1026
167.58,3909,988
168.87,3737,953
170.16,3566,917
171.45,3390,881
172.73,3236,849
174.02,3079,817
175.31,2910,782
176.60,2741,748
177.89,2580,714
179.18,2421,681
180.47,2271,650
181.76,2131,622
183.05,1997,594
184.34,1877,569
185.63,1747,542
186.91,1627,517
188.20,1502,492
189.49,1393,470
190.78,1295,449
192.07,1192,428
193.36,1097,409
194.65,1012,391
195.94,938,375
197.23,861,359
198.52,793,346
199.80,744,336
201.09,691,324
202.38,642,315
203.67,603,306
204.96,575,301
206.25,552,296
207.54,535,293
208.83,524,290
210.12,519,289
211.41,519,290
212.70,526,291
213.98,540,294
215.27,560,298
216.56,588,304
217.85,616,310
219.14,656,318
220.43,698,326
221.72,742,335
223.01,799,347
224.30,867,361
225.59,940,376
226.88,1010,391
228.16,1101,410
229.45,1192,428
230.74,1285,447
232.03,1385,467
233.32,1493,491
234.61,1596,512
235.90,1712,535
237.19,1812,556
238.48,1943,583
239.77,2064,607
241.05,2195,635
242.34,2343,666
243.63,2486,696
244.92,2638,727
246.21,2778,755
247.50,2934,788
248.79,3093,821
250.08,3256,855
251.37,3401,884
252.66,3549,916
253.95,3722,951
255.23,3887,986
256.52,4041,1017
257.81,4202,1050
259.10,4352,1082
260.39,4518,1115
261.68,4673,1148
262.97,4823,1179
264.26,4980,1212
265.55,5113,1239
266.84,5243,1268
268.13,5382,1296
269.41,5530,1326
270.70,5659,1354
271.99,5801,1383
273.28,5919,1407
274.57,6041,1432
275.86,6149,1456
277.15,6252,1476
278.44,6352,1497
279.73,6430,1514
281.02,6535,1535
282.30,6607,1550
283.59,6672,1564
284.88,6763,1582
286.17,6838,1598
287.46,6861,1603
288.75,6947,1621
290.04,7058,1645
291.33,7151,1664
292.62,7236,1682
293.91,7304,1696
295.20,7359,1708
296.48,7397,1715
297.77,7405,1717
299.06,7399,1716
300.35,7351,1707
301.64,7352,1706
302.93,7326,1701
304.22,7306,1696
305.51,7314,1700
306.80,7298,1696
308.09,7263,1689
309.38,7242,1685
310.66,7190,1673
311.95,7078,1651
313.24,6985,1630
314.53,6875,1607
315.82,6779,1588
317.11,6759,1585
318.40,6678,1567
319.69,6614,1553
320.98,6466,1522
322.27,6356,1499
323.55,6228,1472
324.84,6075,1439
326.13,5953,1414
327.42,5789,1379
328.71,5667,1354
330.00,5544,1328
331.29,5425,1304
332.58,5323,1281
333.87,5134,1243
335.16,5036,1223
336.45,4886,1192
337.73,4730,1159
339.02,4596,1131
340.31,4462,1103
341.60,4294,1067
342.89,4158,1039
344.18,4003,1007
345.47,3858,976
346.76,3662,935
348.05,3534,910
349.34,3407,882
350.63,3238,848
351.91,3086,816
353.20,2941,786
354.49,2831,762
355.78,2667,729
357.07,2527,700
358.36,2408,674
359.65,2279,648
360.94,2157,623
362.23,2019,595
363.52,1897,569
364.80,1776,545
366.09,1666,522
367.38,1549,498
368.67,1452,477
369.96,1342,456
371.25,1258,438
372.54,1171,419
373.83,1072,400
375.12,998,383
376.41,929,370
377.70,856,356
378.98,793,342
380.27,739,331
381.56,688,321
382.85,641,312
384.14,604,304
385.43,573,297
386.72,546,291
388.01,528,288
389.30,514,285
390.59,507,284
391.88,509,284
393.16,517,286
394.45,532,288
395.74,552,293
397.03,578,298
398.32,616,305
399.61,665,315
400.90,710,325
402.19,759,334
403.48,834,350
404.77,910,366
406.05,982,380
407.34,1057,396
408.63,1148,413
409.92,1238,433
411.21,1333,452
412.50,1414,469
413.79,1536,493
415.08,1648,517
416.37,1736,535
417.66,1842,556
418.95,1946,577
420.23,2033,595
421.52,2153,620
422.81,2268,643
424.10,2372,666
425.39,2508,693
426.68,2627,717
427.97,2762,746
429.26,2907,774
430.55,3041,802
431.84,3186,832
433.13,3324,861
434.41,3456,888
435.70,3613,921
436.99,3747,949
438.28,3887,977
439.57,4029,1007
440.86,4170,1036
442.15,4276,1059
443.44,4409,1086
444.73,4541,1113
446.02,4682,1143
447.30,4827,1174
448.59,4955,1199
449.88,5086,1227
451.17,5259,1263
452.46,5424,1298
453.75,5485,1310
455.04,5669,1347
456.33,5810,1376
457.62,5923,1399
458.91,6073,1431
460.20,6236,1465
461.48,6351,1489
462.77,6479,1514
464.06,6563,1532
465.35,6652,1550
466.64,6736,1567
467.93,6853,1590
469.22,6932,1609
470.51,6986,1619
471.80,7027,1626
473.09,7081,1638
474.38,7126,1649
475.66,7148,1651
476.95,7189,1661
478.24,7195,1662
479.53,7214,1667
480.82,7216,1668
482.11,7216,1669
483.40,7207,1667
484.69,7185,1662
485.98,7161,1657
487.27,7128,1650
488.55,7090,1642
489.84,7045,1632
491.13,6995,1622
492.42,6900,1604
493.71,6818,1585
495.00,6672,1556
496.29,6599,1540
497.58,6503,1520
498.87,6431,1505
500.16,6315,1480
501.45,6196,1456
502.73,6125,1441
504.02,5991,1414
505.31,5860,1385
506.60,5698,1352
507.89,5493,1310
509.18,5358,1281
510.47,5225,1254
511.76,5106,1228
513.05,4964,1200
514.34,4803,1166
515.63,4665,1136
516.91,4537,1110
518.20,4387,1079
519.49,4247,1051
520.78,4125,1025
522.07,3975,993
523.36,3872,972
524.65,3749,948
525.94,3630,922
527.23,3484,891
528.52,3323,859
529.80,3176,829
531.09,3016,797
532.38,2854,763
533.67,2713,734
534.96,2597,709
536.25,2478,684
537.54,2358,659
538.83,2242,636
540.12,2132,614
541.41,2010,588
542.70,1897,564
543.98,1775,540
545.27,1667,518
546.56,1565,496
547.85,1470,478
549.14,1370,456
550.43,1278,438
551.72,1194,420
553.01,1102,402
554.30,1027,387
555.59,953,371
556.88,884,357
558.16,815,342
559.45,761,331
560.74,711,320
562.03,660,310
563.32,615,301
564.61,580,294
565.90,550,287
567.19,523,281
568.48,504,277
569.77,497,275
571.05,492,274
572.34,494,275
573.63,501,277
574.92,518,280
576.21,540,284
577.50,568,289
578.79,603,298
580.08,649,307
581.37,697,317
582.66,745,327
583.95,810,340
585.23,875,353
586.52,942,367
587.81,1015,382
589.10,1100,400
590.39,1193,419
591.68,1280,438
592.97,1384,459
594.26,1484,479
595.55,1580,499
596.84,1690,522
598.13,1814,548
599.41,1934,573
600.70,2059,598
601.99,2190,625
603.28,2320,652
604.57,2460,681
605.86,2616,713
607.15,2763,745
608.44,2921,776
609.73,3076,809
611.02,3235,841
612.30,3387,874
613.59,3538,904
614.88,3706,940
616.17,3865,972
617.46,4003,1001
618.75,4161,1034
620.04,4312,1064
621.33,4448,1093
622.62,4579,1120
623.91,4715,1149
625.20,4862,1180
626.48,4989,1206
627.77,5111,1231
629.06,5231,1256
630.35,5353,1281
631.64,5479,1307
632.93,5585,1329
634.22,5685,1350
635.51,5788,1371
636.80,5915,1398
638.09,6017,1418
639.38,6105,1437
640.66,6203,1458
641.95,6290,1475
643.24,6384,1495
644.53,6462,1511
645.82,6527,1525
647.11,6617,1543
648.40,6703,1562
649.69,6767,1575
650.98,6845,1591
652.27,6898,1603
653.55,6935,1611
654.84,6975,1618
656.13,7000,1623
657.42,7014,1625
658.71,7012,1627
660.00,7017,1627
661.29,7018,1629
662.58,6992,1622
663.87,6989,1620
665.16,6961,1616
666.45,6934,1610
667.73,6903,1604
669.02,6849,1593
670.31,6803,1584
671.60,6736,1569
672.89,6655,1552
674.18,6606,1542
675.47,6514,1523
676.76,6419,1503
678.05,6323,1484
679.34,6198,1457
680.63,6072,1430
681.91,5948,1405
683.20,5873,1389
684.49,5757,1363
685.78,5631,1337
687.07,5502,1310
688.36,5388,1287
689.65,5289,1265
690.94,5182,1243
692.23,5078,1223
693.52,4902,1186
694.80,4803,1165
696.09,4648,1133
697.38,4519,1105
698.67,4394,1080
699.96,4284,1056
701.25,4137,1026
702.54,4007,1000
703.83,3863,969
705.12,3731,943
706.41,3587,912
707.70,3458,885
708.98,3322,857
710.27,3204,832
711.56,3061,802
712.85,2896,769
714.14,2745,737
715.43,2610,709
716.72,2448,676
718.01,2316,649
719.30,2192,623
720.59,2049,592
721.88,1922,567
723.16,1801,543
724.45,1690,520
725.74,1581,497
727.03,1466,473
728.32,1365,452
729.61,1266,432
730.90,1181,414
732.19,1105,399
733.48,1011,378
734.77,932,363
736.05,864,348
737.34,808,337
738.63,752,325
739.92,701,315
741.21,657,306
742.50,621,299
743.79,588,293
745.08,553,286
746.37,528,280
747.66,510,276
748.95,496,274
750.23,487,271
751.52,485,272
752.81,487,271
754.10,498,274
755.39,514,277
756.68,536,281
757.97,563,285
759.26,596,293
760.55,635,300
761.84,678,309
763.13,721,317
764.41,775,328
765.70,830,339
766.99,897,353
768.28,969,367
769.57,1048,383
770.86,1131,400
772.15,1216,417
773.44,1307,436
774.73,1399,455
776.02,1494,473
777.30,1597,496
778.59,1714,520
779.88,1839,546
781.17,1961,571
782.46,2082,595
783.75,2194,619
785.04,2320,646
786.33,2441,670
787.62,2581,699
788.91,2725,729
790.20,2858,757
791.48,2994,785
792.77,3129,812
794.06,3254,839
795.35,3396,869
796.64,3516,892
797.93,3659,923
799.22,3792,950
800.51,3932,980
801.80,4070,1008
803.09,4203,1036
804.38,4344,1066
805.66,4449,1088
806.95,4583,1116
808.24,4746,1149
809.53,4866,1174
810.82,5015,1207
812.11,5127,1228
813.40,5272,1259
814.69,5393,1285
815.98,5527,1313
817.27,5665,1341
818.55,5810,1371
819.84,5958,1402
821.13,6104,1433
822.42,6249,1461
823.71,6378,1488
825.00,6468,1508
826.29,6549,1524
827.58,6637,1542
828.87,6684,1553
830.16,6743,1566
831.45,6800,1578
832.73,6840,1587
834.02,6870,1593
835.31,6888,1596
836.60,6919,1604
837.89,6930,1604
839.18,6953,1610
840.47,6957,1612
841.76,6961,1611
843.05,6949,1610
844.34,6922,1605
845.63,6886,1598
846.91,6865,1594
848.20,6830,1586
849.49,6789,1579
850.78,6751,1570
852.07,6708,1560
853.36,6632,1546
854.65,6522,1523
855.94,6402,1498
857.23,6313,1479
858.52,6194,1453
859.80,6108,1434
861.09,6038,1421
862.38,5939,1399
863.67,5841,1379
864.96,5725,1356
866.25,5612,1330
867.54,5497,1307
868.83,5396,1286
870.12,5298,1266
871.41,5202,1244
872.70,5057,1215
873.98,4921,1186
875.27,4760,1154
876.56,4638,1128
877.85,4503,1099
879.14,4359,1070
880.43,4202,1037
881.72,4075,1012
883.01,3932,981
884.30,3801,954
885.59,3662,925
886.88,3545,902
888.16,3394,870
889.45,3246,840
890.74,3098,810
892.03,2926,775
893.32,2759,740
894.61,2612,710
895.90,2488,685
897.19,2351,655
898.48,2224,630
899.77,2113,606
901.05,2000,583
902.34,1889,560
903.63,1779,537
904.92,1666,514
906.21,1557,492
907.50,1458,472
908.79,1356,450
910.08,1261,431
911.37,1172,412
912.66,1097,397
913.95,1018,381
915.23,940,365
916.52,872,351
917.81,807,337
919.10,744,324
920.39,688,313
921.68,642,304
922.97,596,295
924.26,561,287
925.55,534,282
926.84,511,277
928.13,497,275
929.41,491,273
930.70,490,274
931.99,497,275
933.28,511,279
934.57,530,282
935.86,558,288
937.15,591,295
938.44,624,302
939.73,668,312
941.02,722,323
942.30,778,334
943.59,833,346
944.88,894,359
946.17,964,374
947.46,1035,387
948.75,1116,405
950.04,1204,423
951.33,1290,440
952.62,1381,458
953.91,1456,474
955.20,1564,496
956.48,1657,515
957.77,1760,536
959.06,1875,560
960.35,1988,584
961.64,2105,608
962.93,2240,635
964.22,2369,662
965.51,2494,688
966.80,2617,713
968.09,2769,745
969.38,2903,772
970.66,3036,800
971.95,3181,830
973.24,3329,861
974.53,3478,891
975.82,3639,924
977.11,3829,964
978.40,3962,991
979.69,4128,1026
980.98,4279,1058
982.27,4417,1087
983.55,4570,1118
984.84,4690,1143
986.13,4831,1173
987.42,4953,1198
988.71,5075,1223
990.00,5209,1251
991.29,5339,1278
992.58,5458,1303
993.87,5572,1326
995.16,5682,1349
996.45,5836,1381
